Content ID,Answer 1,answer_tokenized,Status question,Next Event,Next Data,Version ID,Condition 1 Operator,Condition 1 Property,Condition 1 Value
product_info,"Berikut Informasi mengenai *Erha21 DF Age Corrector Night Moisturizer*

Ukuran : 
Botol 30g

Kegunaan : 
Age Corrector Night Moisturizer berfokus kepada pencerahan, peremajaan dan perbaikan kulit akibat paparan radikal bebas sepanjang hari dengan kandungan Phytosqualane dan Anti Aging Peptides. Untuk semua jenis kulit.

Urutan Pakai :
Malam hari :
1. Cuci wajah dengan Erha 1 atau Erha 2 Facial Wash sesuai dengan jenis kulit 
2. Aplikasikan Erha 3 Balancing Toner sesuai cara pakai
3. Aplikasikan erha21 Age Corrector Serum sesuai cara pakai
4. Gunakan erha21 Age Corrector Moisturizer Night Moisturizer sesuai cara pakai

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk

Harga :
Rp. 180,000.00","['informasi', 'erha', 'df', 'age', 'corrector', 'night', 'moisturizer', 'ukur', 'botol', 'age', 'corrector', 'night', 'moisturizer', 'fokus', 'cerah', 'remaja', 'kulit', 'akibat', 'papar', 'radikal', 'bebas', 'kandung', 'phytosqualane', 'anti', 'aging', 'peptides', 'jenis', 'kulit', 'urut', 'pakai', 'malam', 'cuci', 'wajah', 'erha', 'erha', 'facial', 'wash', 'sesuai', 'jenis', 'kulit', 'aplikasi', 'erha', 'balancing', 'toner', 'sesuai', 'pakai', 'aplikasi', 'erha', 'age', 'corrector', 'serum', 'sesuai', 'pakai', 'erha', 'age', 'corrector', 'moisturizer', 'night', 'moisturizer', 'sesuai', 'pakai', 'simpan', 'suhu', 'ruang', 'sejuk', 'harga', 'rp']",TRUE,goto,test_produk_bypass,DF Age Corrector Night Moisturizer,#ERROR!,entities_last.product_info_synonym,Erha21 DF Age Corrector Day Moisturizer
product_info,"Berikut Informasi mengenai *Erha21 DF Age Corrector Day Moisturizer*

Ukuran : 
Botol 30g

Kegunaan : 
Age Corrector day moisturizer memberikan perlindungan terhadap munculnya tanda-tanda penuaan pada kulit dengan kandungan Sodium Hyaluronate & Vitamin E.
Untuk semua jenis kulit.

Urutan pakai :
Pagi/ Siang hari :
1. Cuci wajah dengan Erha 1 atau Erha 2 Facial Wash sesuai dengan jenis kulit
2. Aplikasikan Erha 3 Balancing Toner sesuai cara pakai
3. Aplikasikan erha21 Age Corrector Serum sesuai cara pakai
4. Gunakan erha21 Age Corrector Moisturizer sesuai cara pakai
5. Gunakan sunscreen

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk

Harga :
Rp. 171,000.00","['informasi', 'erha', 'df', 'age', 'corrector', 'day', 'moisturizer', 'ukur', 'botol', 'age', 'corrector', 'day', 'moisturizer', 'lindung', 'muncul', 'tanda', 'tanda', 'tua', 'kulit', 'kandung', 'sodium', 'hyaluronate', 'vitamin', 'jenis', 'kulit', 'urut', 'pakai', 'pagi', 'siang', 'cuci', 'wajah', 'erha', 'erha', 'facial', 'wash', 'sesuai', 'jenis', 'kulit', 'aplikasi', 'erha', 'balancing', 'toner', 'sesuai', 'pakai', 'aplikasi', 'erha', 'age', 'corrector', 'serum', 'sesuai', 'pakai', 'erha', 'age', 'corrector', 'moisturizer', 'sesuai', 'pakai', 'sunscreen', 'simpan', 'suhu', 'ruang', 'sejuk', 'harga', 'rp']",TRUE,goto,test_produk_bypass,DF Age Corrector Day Moisturizer,#ERROR!,entities_last.product_info_synonym,Erha21 DF Age Corrector Day Moisturizer
product_info,"Berikut Informasi mengenai *Erha21 DF Perfect Shield for Dry & Normal Skin*

Ukuran : 
Tube 30g

Kegunaan : 
Broad spectrum sunscreen SPF30/PA++ dengan manfaat double protection, melindungi kulit dari paparan sinar UVA dan UVB. Untuk jenis kulit normal & kering.

Cara Pakai :
1. Digunakan pada wajah yang bersih dan kering
2. Aplikasikan pada wajah, setelah menggunakan moisturizer/ foundation

Urutan pakai : 
Pagi / Siang hari :
1. Cuci wajah dengan Erha 1 atau Erha 2 Facial Wash sesuai dengan jenis kulit
2. Aplikasikan Serum 
3. Gunakan Moisturizer 
4. Aplikasikan erha21 Perfect Shield for Normal & Dry Skin SPF30/PA++ sesuai cara pakai

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk

Harga :
Rp. 82,000.00","['informasi', 'erha', 'df', 'perfect', 'shield', 'for', 'dry', 'normal', 'skin', 'ukur', 'tube', 'broad', 'spectrum', 'sunscreen', 'spf', 'pa', 'manfaat', 'double', 'protection', 'lindung', 'kulit', 'papar', 'sinar', 'uva', 'uvb', 'jenis', 'kulit', 'normal', 'kering', 'pakai', 'wajah', 'bersih', 'kering', 'aplikasi', 'wajah', 'moisturizer', 'foundation', 'urut', 'pakai', 'pagi', 'siang', 'cuci', 'wajah', 'erha', 'erha', 'facial', 'wash', 'sesuai', 'jenis', 'kulit', 'aplikasi', 'serum', 'moisturizer', 'aplikasi', 'erha', 'perfect', 'shield', 'for', 'normal', 'dry', 'skin', 'spf', 'pa', 'sesuai', 'pakai', 'simpan', 'suhu', 'ruang', 'sejuk', 'harga', 'rp']",TRUE,goto,test_produk_bypass,PSN,#ERROR!,entities_last.product_info_synonym,PSN
product_info,"Berikut Informasi mengenai *Erha21 DF Perfect Shield for Oily Skin*

Ukuran : 
Tube 30g

Kegunaan : 
Broad spectrum sunscreen SPF 30/PA++ dengan manfaat double protection, melindungi kulit dari paparan sinar UVA dan UVB. Mengandung oil absorber yang dapat menyerap minyak tanpa membuat kulit menjadi sangat kering. Untuk jenis kulit berminyak.

Cara Pakai :
1. Digunakan pada wajah yang bersih dan kering
2. Aplikasikan pada wajah, setelah menggunakan moisturizer/ foundation

Urutan pakai : 
Pagi / Siang hari :
1. Cuci wajah dengan Erha 1 atau Erha 2 Facial Wash sesuai dengan jenis kulit
2. Aplikasikan Serum
3. Gunakan Moisturizer 
4. Aplikasikan erha21 Perfect Shield for Oily Skin SPF30/PA++ sesuai cara pakai

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk

Harga :
Rp. 82,000.00","['informasi', 'erha', 'df', 'perfect', 'shield', 'for', 'oily', 'skin', 'ukur', 'tube', 'broad', 'spectrum', 'sunscreen', 'spf', 'pa', 'manfaat', 'double', 'protection', 'lindung', 'kulit', 'papar', 'sinar', 'uva', 'uvb', 'kandung', 'oil', 'absorber', 'serap', 'minyak', 'kulit', 'kering', 'jenis', 'kulit', 'minyak', 'pakai', 'wajah', 'bersih', 'kering', 'aplikasi', 'wajah', 'moisturizer', 'foundation', 'urut', 'pakai', 'pagi', 'siang', 'cuci', 'wajah', 'erha', 'erha', 'facial', 'wash', 'sesuai', 'jenis', 'kulit', 'aplikasi', 'serum', 'moisturizer', 'aplikasi', 'erha', 'perfect', 'shield', 'for', 'oily', 'skin', 'spf', 'pa', 'sesuai', 'pakai', 'simpan', 'suhu', 'ruang', 'sejuk', 'harga', 'rp']",TRUE,goto,test_produk_bypass,PSO,#ERROR!,entities_last.product_info_synonym,PSO
product_info,"Berikut Informasi mengenai *Erha21 DF Perfect Shield Helios Water Resistant*

Ukuran : 
Tube 60g

Kegunaan : 
Helios Water Resistant SPF50/PA++ memiliki 7 in 1 benefits sebagai berikut :

1. Double protection sunscreen with SPF50/PA++, secara sempurna melindungi kulit dari efek buruk sinar UV seperti sunburn dan photoaging (flek / bintik hitam).
2. Mengandung Sebum Absorber sehingga dapat menyerap minyak berlebih pada wajah.
3. Ringan dipakai setiap hari untuk perlindungan kulit.
4. Double Antioxidant yang efektif melindungi kulit dari kerusakan sel akibat proses oksidatif, serta memperlambat tanda-tanda penuaan kulit yang disebabkan oleh paparan sinar UV.
5. DNA Protector Agent yang berfungsi sebagai photoprotective sehingga dapat melindungi kerusakan DNA, serta meningkatkan perbaikan DNA pada sel yang mengalami apatosis atau sel
6. Membantu mencerahkan serta mengurangi pigmentasi pada kulit.
7. Mengurangi serta membantu meredakan kemerahan pada kulit yang mengalami iritasi akibat paparan sinar matahari.

Dapat digunakan untuk kulit wajah & tubuh.

Cara Pakai :
1. Digunakan pada wajah yang bersih dan kering
2. Aplikasikan pada wajah, setelah menggunakan moisturizer/ foundation.

Urutan Pakai : 
Pagi/ Siang hari :
1. Cuci wajah dengan Erha 1 atau Erha 2 Facial Wash sesuai dengan jenis kulit
2. Aplikasikan erha21 Helios Water Resistance Use SPF50/PA++ sesuai cara pakai

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk

Harga :
Rp. 156,000.00","['informasi', 'erha', 'df', 'perfect', 'shield', 'helios', 'water', 'resistant', 'ukur', 'tube', 'helios', 'water', 'resistant', 'spf', 'pa', 'milik', 'in', 'benefits', 'double', 'protection', 'sunscreen', 'with', 'spf', 'pa', 'sempurna', 'lindung', 'kulit', 'efek', 'buruk', 'sinar', 'uv', 'sunburn', 'photoaging', 'flek', 'bintik', 'hitam', 'kandung', 'sebum', 'absorber', 'serap', 'minyak', 'wajah', 'ringan', 'pakai', 'lindung', 'kulit', 'double', 'antioxidant', 'efektif', 'lindung', 'kulit', 'rusa', 'sel', 'akibat', 'proses', 'oksidatif', 'lambat', 'tanda', 'tanda', 'tua', 'kulit', 'papar', 'sinar', 'uv', 'dna', 'protector', 'agent', 'fungsi', 'photoprotective', 'lindung', 'rusa', 'dna', 'tingkat', 'dna', 'sel', 'alami', 'apatosis', 'sel', 'bantu', 'cerah', 'pigmentasi', 'kulit', 'bantu', 'reda', 'merah', 'kulit', 'alami', 'iritasi', 'akibat', 'papar', 'sinar', 'matahari', 'kulit', 'wajah', 'tubuh', 'pakai', 'wajah', 'bersih', 'kering', 'aplikasi', 'wajah', 'moisturizer', 'foundation', 'urut', 'pakai', 'pagi', 'siang', 'cuci', 'wajah', 'erha', 'erha', 'facial', 'wash', 'sesuai', 'jenis', 'kulit', 'aplikasi', 'erha', 'helios', 'water', 'resistance', 'use', 'spf', 'pa', 'sesuai', 'pakai', 'simpan', 'suhu', 'ruang', 'sejuk', 'harga', 'rp']",TRUE,goto,test_produk_bypass,HELIOS WATER,#ERROR!,entities_last.product_info_synonym,HELIOS WATER
product_info,"Berikut Informasi mengenai *ERHA AcneAct Acne Sun Friendly (ASF)* 30 g

Kegunaan : 
Broad spectrum sunscreen yang melindungi kulit dari sinar UVB dan UVA pada kulit berminyak dan cenderung berjerawat.
Bersifat NON COMEDOGENIC dan NON ACNEGENIC, sehingga tidak merangsang timbulnya komedo dan jerawat. Acne Sun Friendly nyaman untuk digunakan sehari-hari karena memiliki formula yang terasa ringan, tidak lengket dan tidak menyebabkan wajah terlihat putih seperti topeng ketika digunakan Untuk kulit berminyak dan cenderung berjerawat

Cara Pakai :
1. Digunakan pada wajah yang bersih dan kering
2. Aplikasikan pada wajah, setelah menggunakan moisturizer/ foundation

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk

Urutan pakai :
1. Cuci muka dengan menggunakan ERHA Acneact ACSBP 60 g
2. Aplikasikan ERHA AcneAct Clarifying Toner 60 ml
3. Gunakan ERHA AcneAct Acne Sun Friendly 30 g sesuai cara pakai
4. Jika menggunakan powder, pakailah erha21 Acne Care Lab Face Powder atau ERHA AcneAct Acne Pressed Powder 13 g

Harga
Rp. 92,000.00","['informasi', 'erha', 'acneact', 'acne', 'sun', 'friendly', 'asf', 'broad', 'spectrum', 'sunscreen', 'lindung', 'kulit', 'sinar', 'uvb', 'uva', 'kulit', 'minyak', 'cenderung', 'jerawat', 'sifat', 'non', 'comedogenic', 'non', 'acnegenic', 'rangsang', 'timbul', 'komedo', 'jerawat', 'acne', 'sun', 'friendly', 'nyaman', 'milik', 'formula', 'asa', 'ringan', 'lengket', 'wajah', 'putih', 'topeng', 'kulit', 'minyak', 'cenderung', 'jerawat', 'pakai', 'wajah', 'bersih', 'kering', 'aplikasi', 'wajah', 'moisturizer', 'foundation', 'simpan', 'suhu', 'ruang', 'sejuk', 'urut', 'pakai', 'cuci', 'muka', 'erha', 'acneact', 'acsbp', 'aplikasi', 'erha', 'acneact', 'clarifying', 'toner', 'ml', 'erha', 'acneact', 'acne', 'sun', 'friendly', 'sesuai', 'pakai', 'powder', 'pakai', 'erha', 'acne', 'care', 'lab', 'face', 'powder', 'erha', 'acneact', 'acne', 'pressed', 'powder', 'harga', 'rp']",TRUE,goto,test_produk_bypass,ASF,#ERROR!,entities_last.product_info_synonym,ASF
product_info,"Berikut Informasi mengenai *ERHA Age Corrector Firming Eye Cream* 15 g

Kegunaan :
Solusi untuk membantu mencegah dan mengurangi kerut dan garis halus disekitar mata. Diformulasikan dengan Peptide, Antioksidant dan Soothing agent untuk mempercepat regenerasi kulit dan pembentukan collagen, sehingga kulit di area mata akan lebih halus dan kencang. Untuk semua jenis kulit.

Cara Pakai :
Aplikasikan pada bagian sekitar mata

Urutan pakai : 
1. Cuci wajah dengan Erha 1 atau Erha 2 Facial Wash sesuai dengan jenis kulit
2. Aplikasikan ERHA Age Corrector Firming Eye Cream 15 g sesuai cara pakai
3. Lanjutkan dengan perawatan pagi / malam hari

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk

Harga :
Rp. 212,000.00","['informasi', 'erha', 'age', 'corrector', 'firming', 'eye', 'cream', 'solusi', 'bantu', 'cegah', 'kerut', 'garis', 'halus', 'formulasi', 'peptide', 'antioksidant', 'soothing', 'agent', 'cepat', 'regenerasi', 'kulit', 'bentuk', 'collagen', 'kulit', 'area', 'halus', 'kencang', 'jenis', 'kulit', 'pakai', 'aplikasi', 'urut', 'pakai', 'cuci', 'wajah', 'erha', 'erha', 'facial', 'wash', 'sesuai', 'jenis', 'kulit', 'aplikasi', 'erha', 'age', 'corrector', 'firming', 'eye', 'cream', 'sesuai', 'pakai', 'awat', 'pagi', 'malam', 'simpan', 'suhu', 'ruang', 'sejuk', 'harga', 'rp']",TRUE,goto,test_produk_bypass,AEF,#ERROR!,entities_last.product_info_synonym,AEF
product_info,"Berikut Informasi mengenai *Erha21 DF Under Eye Suppressor (UES)*

Ukuran : 
Botol 15g

Kegunaan : 
Under Eye Suppressor dengan improved formula mengandung Dynalift TM dan Vitamin C yang efektif mengencangkan, menghaluskan serta mencerahkan kulit. Dengan tambahan kandungan Vivilum dapat mengurangi lingkaran hitam di bawah mata dan memperbaiki kantung mata sehingga dapat lebih efektif untuk memperbaiki penampilan kantung mata, mengatasi lingkaran hitam pada mata & mengencangkan kulit bawah mata.

Cara Pakai :
Aplikasikan di area sekitar mata menggunakan jari. Usap dan pijat lembut dengan gerakan melingkar ke atas. Hindari kontak / terkena mata

Urutan pakai
Pagi / Siang hari :
1. Cuci wajah dengan Erha 1 atau Erha 2 Facial Wash sesuai dengan jenis kulit
2. Aplikasikan Serum 
3. Gunakan Under Eye Suppresor sesuai cara pakai. 
4. Lanjutkan dengan penggunaan Moisturizer dan Sunscreen

Malam hari :
1. Cuci wajah dengan Erha 1 atau Erha 2 Facial Wash sesuai dengan jenis kulit
2. Aplikasikan Serum 
3. Gunakan Under Eye Suppresor sesuai cara pakai
4. Lanjutkan dengan perawatan malam

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk

Harga :
Rp. 182,000.00","['informasi', 'erha', 'df', 'under', 'eye', 'suppressor', 'ues', 'ukur', 'botol', 'under', 'eye', 'suppressor', 'improved', 'formula', 'kandung', 'dynalift', 'tm', 'vitamin', 'efektif', 'encang', 'halus', 'cerah', 'kulit', 'kandung', 'vivilum', 'lingkar', 'hitam', 'kantung', 'efektif', 'tampil', 'kantung', 'lingkar', 'hitam', 'encang', 'kulit', 'pakai', 'aplikasi', 'area', 'jari', 'usap', 'pijat', 'lembut', 'gera', 'lingkar', 'hindar', 'kontak', 'urut', 'pakai', 'pagi', 'siang', 'cuci', 'wajah', 'erha', 'erha', 'facial', 'wash', 'sesuai', 'jenis', 'kulit', 'aplikasi', 'serum', 'under', 'eye', 'suppresor', 'sesuai', 'pakai', 'moisturizer', 'sunscreen', 'malam', 'cuci', 'wajah', 'erha', 'erha', 'facial', 'wash', 'sesuai', 'jenis', 'kulit', 'aplikasi', 'serum', 'under', 'eye', 'suppresor', 'sesuai', 'pakai', 'awat', 'malam', 'simpan', 'suhu', 'ruang', 'sejuk', 'harga', 'rp']",TRUE,goto,test_produk_bypass,UES,#ERROR!,entities_last.product_info_synonym,UES
product_info,"Berikut Informasi mengenai *Erha21 DF Eternalips*

Ukuran : 
Tube 8g

Kegunaan : 
Pelembap bibir yang kaya akan antioksidan, efektif mengatasi masalah bibir kering, pecah-pecah serta menyamarkan garis halus. Dilengkapi dengan sunscreen yang dapat melindungi bibir dari pengaruh buruk sinar matahari dengan kandungan SPF25/PA++.
Untuk semua jenis kulit

Cara Pakai : 
Aplikasikan secara merata pada bibir, ulangi jika diperlukan.

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk

Harga :
Rp. 103,500.00","['informasi', 'erha', 'df', 'eternalips', 'ukur', 'tube', 'lembap', 'bibir', 'kaya', 'antioksidan', 'efektif', 'bibir', 'kering', 'pecah', 'pecah', 'samar', 'garis', 'halus', 'lengkap', 'sunscreen', 'lindung', 'bibir', 'pengaruh', 'buruk', 'sinar', 'matahari', 'kandung', 'spf', 'pa', 'jenis', 'kulit', 'pakai', 'aplikasi', 'bibir', 'ulang', 'simpan', 'suhu', 'ruang', 'sejuk', 'harga', 'rp']",TRUE,goto,test_produk_bypass,DF Eternalips,#ERROR!,entities_last.product_info_synonym,ET
product_info,"Berikut Informasi mengenai *Erha21 DF Collagen Mask for All Skin Types*

Ukuran : 
1 pcs & 4 pcs

Kegunaan : 
Masker wajah yang membantu menyamarkan garis halus dan menjadikan kulit terasa lebih lembap, elastis, lembut serta mencerahkan kulit wajah. Untuk semua jenis kulit.

Cara Pakai :
1. Cuci muka terlebih dahulu dengan menggunakan facial wash dan keringkan
2. Aplikasikan masker secara perlahan sesuai dengan bentuk masker
3. Diamkan selam 20-30 menit dan bersihkan dengan air suhu ruangan, tanpa menggunakan sabun

Urutan pakai:
1. Cuci wajah dengan menggunakan Erha 1 atau Erha 2 Facial Wash sesuai jenis kulit
2. Aplikasikan masker sesuai cara pakai

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk

Harga :
RP. 22,000.00 - 1 pcs
Rp. 76,500.00 - 4 pcs","['informasi', 'erha', 'df', 'collagen', 'mask', 'for', 'all', 'skin', 'types', 'ukur', 'pcs', 'pcs', 'masker', 'wajah', 'bantu', 'samar', 'garis', 'halus', 'kulit', 'asa', 'lembap', 'elastis', 'lembut', 'cerah', 'kulit', 'wajah', 'jenis', 'kulit', 'pakai', 'cuci', 'muka', 'facial', 'wash', 'kering', 'aplikasi', 'masker', 'perlahan', 'sesuai', 'bentuk', 'masker', 'diam', 'selam', 'menit', 'sih', 'air', 'suhu', 'ruang', 'sabun', 'urut', 'pakai', 'cuci', 'wajah', 'erha', 'erha', 'facial', 'wash', 'sesuai', 'jenis', 'kulit', 'aplikasi', 'masker', 'sesuai', 'pakai', 'simpan', 'suhu', 'ruang', 'sejuk', 'harga', 'rp', 'pcs', 'rp', 'pcs']",TRUE,goto,test_produk_bypass,MASKER COLAGEN,#ERROR!,entities_last.product_info_synonym,Erha21 DF Collagen Mask for All Skin Types
product_info,"Berikut Informasi mengenai *ERHA AcneAct Acne Back Spray 60 ml*

Kegunaan : 
Produk yang diformulasikan dan dirancang khusus untuk mengatasi jerawat punggung, dada dan pada bagian tubuh lainnya. 

Kelebihan utama:
Teruji secara klinis untuk menghilangkan jerawat ringan hingga sedang (mild to moderate) pada area tubuh seperti punggung, dada dan lengan. Non comedogenic & Non acnegenic. Untuk kulit berjerawat.

Cara Pakai :
Aplikasikan pada bagian punggung atau pada bagian tubuh lainnya yang berjerawat. Semprot dan ratakan Acne Back Spray pada area kulit tubuh yang berjerawat dua kali sehari sesudah mandi. Biarkan mengering. Aman digunakan setiap hari.

Urutan pakai: Pagi dan Sore/Malam hari 
1. Mandi menggunakan sabun seperti biasa & keringkan
2. Aplikasikan erha21 Acne Back Spray sesuai cara pakai

Cara Penyimpanan : Pada suhu ruangan yang sejuk

Harga :
100ml Rp. 89,000.00
60ml Rp. 60,000.00","['informasi', 'erha', 'acneact', 'acne', 'back', 'spray', 'ml', 'produk', 'formulasi', 'rancang', 'jerawat', 'punggung', 'dada', 'tubuh', 'utama', 'uji', 'klinis', 'hilang', 'jerawat', 'ringan', 'mild', 'to', 'moderate', 'area', 'tubuh', 'punggung', 'dada', 'lengan', 'non', 'comedogenic', 'non', 'acnegenic', 'kulit', 'jerawat', 'pakai', 'aplikasi', 'punggung', 'tubuh', 'jerawat', 'semprot', 'acne', 'back', 'spray', 'area', 'kulit', 'tubuh', 'jerawat', 'mandi', 'biar', 'ering', 'aman', 'urut', 'pakai', 'pagi', 'sore', 'malam', 'mandi', 'sabun', 'kering', 'aplikasi', 'erha', 'acne', 'back', 'spray', 'sesuai', 'pakai', 'simpan', 'suhu', 'ruang', 'sejuk', 'harga', 'ml', 'rp', 'ml', 'rp']",TRUE,goto,test_produk_bypass,ABS,#ERROR!,entities_last.product_info_synonym,ABS
product_info,"Berikut Informasi mengenai *ERHA AcneAct Acne Spot Gel 10 g*

Kegunaan : 
Acne Spot Gel merupakan rangkaian produk AcneAct yang diformulasikan untuk mengurangi peradangan, mempercepat penyembuhan dan mencegah hiperpigmentasi pada spot jerawat aktif. Dengan gel bening sehingga dapat digunakan untuk day time, karena tidak meninggalkan bekas di kulit.

Urutan pakai: 
Malam hari :
1. Cuci muka dengan menggunakan ERHA Acneact ACSBP 60 g
2. Aplikasikan ERHA AcneAct Clarifying Toner 60 ml sesuai cara pakai
3. Aplikasikan ERHA AcneAct Acne Spot Gel 10 g pada jerawat

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk

Harga :
Rp. 60,000.00","['informasi', 'erha', 'acneact', 'acne', 'spot', 'gel', 'acne', 'spot', 'gel', 'rangkai', 'produk', 'acneact', 'formulasi', 'adang', 'cepat', 'sembuh', 'cegah', 'hiperpigmentasi', 'spot', 'jerawat', 'aktif', 'gel', 'bening', 'day', 'time', 'tinggal', 'bekas', 'kulit', 'urut', 'pakai', 'malam', 'cuci', 'muka', 'erha', 'acneact', 'acsbp', 'aplikasi', 'erha', 'acneact', 'clarifying', 'toner', 'ml', 'sesuai', 'pakai', 'aplikasi', 'erha', 'acneact', 'acne', 'spot', 'gel', 'jerawat', 'simpan', 'suhu', 'ruang', 'sejuk', 'harga', 'rp']",TRUE,goto,test_produk_bypass,DF Acne Care Lab Acne Spot Gel,#ERROR!,entities_last.product_info_synonym,SPOT GEL
product_info,"Berikut Informasi mengenai *ESME DF Matte Sense Primer*

Ukuran : 
Tube 20g

Kegunaan : 
Primer yang membantu mengontrol minyak berlebih pada wajah secara instan.

Cara Pakai :
Setelah dibersihkan dan menggunakan pelembap, oleskan ESME Matte Sense ke seluruh wajah secara merata. Jika tidak menggunakan pelembap, gunakan ESME Matte Sense setelah wajah dibersihkan. Tunggu hingga kering,lanjutkan dengan pemakaian make up lainnya untuk tampilan sempurna.

Urutan pakai :
1. Cuci wajah dengan menggunakan facial wash
2. Aplikasikan serum dan moisturizer
3. Aplikasikan ESME Matte sense
4. Lanjutkan dengan perawatan / makeup lainnya

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk

Harga :
Rp. 159,000.00","['informasi', 'esme', 'df', 'matte', 'sense', 'primer', 'ukur', 'tube', 'primer', 'bantu', 'kontrol', 'minyak', 'wajah', 'instan', 'pakai', 'bersih', 'lembap', 'oles', 'esme', 'matte', 'sense', 'wajah', 'lembap', 'esme', 'matte', 'sense', 'wajah', 'bersih', 'tunggu', 'kering', 'pakai', 'make', 'up', 'tampil', 'sempurna', 'urut', 'pakai', 'cuci', 'wajah', 'facial', 'wash', 'aplikasi', 'serum', 'moisturizer', 'aplikasi', 'esme', 'matte', 'sense', 'awat', 'makeup', 'simpan', 'suhu', 'ruang', 'sejuk', 'harga', 'rp']",TRUE,goto,test_produk_bypass,ESME DF Matte Sense Primer,#ERROR!,entities_last.product_info_synonym,PRIMER
product_info,"Berikut Informasi mengenai *Erha21 DF Erha 10 Home Peeling 1*

Ukuran : 
Pot 10g

Kegunaan : 
Home peeling krim tahap 1, dengan kandungan AHA dan vitamin E yang berfungsi untuk melunakkan sel kulit mati dan menjaga kelembapan kulit. Gunakan maksimal 2 kali seminggu. Untuk semua jenis kulit.

Cara Pakai :
1. Digunakan pada wajah yang bersih dan kering
2. Aplikasikan secara merata pada wajah
3. Diamkan selama 30 menit

Urutan pakai
Pagi / Siang hari : 
1. Cuci wajah dengan Erha 1 atau Erha 2 Facial Wash sesuai dengan jenis kulit
2. Aplikasikan erha21 Erha 10 Home Peeling 1 sesuai cara pakai 
3. Lanjutkan dengan pemakaian erha21 Erha 11 Home Peeling 2 sesuai cara pakai
4. Lanjutkan dengan perawatan pagi / siang hari, jangan lupa menggunakan sunscreen

Sore / Malam hari :
1. Cuci wajah dengan Erha 1 atau Erha 2 Facial Wash sesuai dengan jenis kulit
2. Aplikasikan erha21 Erha 10 Home Peeling 1 sesuai cara pakai 
3. Lanjutkan dengan pemakaian erha21 Erha 11 Home Peeling 2 sesuai cara pakai
4. Lanjutkan dengan perawatan malam hari

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk

Harga :
Rp. 117,500.00","['informasi', 'erha', 'df', 'erha', 'home', 'peeling', 'ukur', 'pot', 'home', 'peeling', 'krim', 'tahap', 'kandung', 'aha', 'vitamin', 'fungsi', 'lunak', 'sel', 'kulit', 'mati', 'jaga', 'lembap', 'kulit', 'maksimal', 'minggu', 'jenis', 'kulit', 'pakai', 'wajah', 'bersih', 'kering', 'aplikasi', 'wajah', 'diam', 'menit', 'urut', 'pakai', 'pagi', 'siang', 'cuci', 'wajah', 'erha', 'erha', 'facial', 'wash', 'sesuai', 'jenis', 'kulit', 'aplikasi', 'erha', 'erha', 'home', 'peeling', 'sesuai', 'pakai', 'pakai', 'erha', 'erha', 'home', 'peeling', 'sesuai', 'pakai', 'awat', 'pagi', 'siang', 'lupa', 'sunscreen', 'sore', 'malam', 'cuci', 'wajah', 'erha', 'erha', 'facial', 'wash', 'sesuai', 'jenis', 'kulit', 'aplikasi', 'erha', 'erha', 'home', 'peeling', 'sesuai', 'pakai', 'pakai', 'erha', 'erha', 'home', 'peeling', 'sesuai', 'pakai', 'awat', 'malam', 'simpan', 'suhu', 'ruang', 'sejuk', 'harga', 'rp']",TRUE,goto,test_produk_bypass,erha10,#ERROR!,entities_last.product_info_synonym,RH10
